Country/Region,Material Category,Material Subtype,kg CO2e,EF Source,EF Type,Type Rationale,Source Dataset Name,Use Case
Global,Mesh,Nylon Mesh,1.65,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Reco nylon,"Nylon Mesh

✅ Suitable for furniture and interior fit-out applications such as seat backs, upholstery panels, and textile accents where lightweight strength, flexibility, and recyclability are valued. Particularly beneficial for sustainable design projects aiming to reduce virgin plastic use and enhance durability in commercial or residential settings.
❌ Not suitable for catering equipment or hygiene-critical environments due to difficulties in achieving thorough sanitation. Its mesh structure can trap debris and moisture, making it less ideal for food contact areas or settings requiring frequent high-temperature cleaning."
Global,Mesh,Polyester Mesh,4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester","Polyester Mesh

✅ Suitable for furniture and interior textiles such as office chairs, partitions, and breathable upholstery where strength, flexibility, and cost-effectiveness are important. Its durability and potential for recycling also support sustainable design in commercial and residential settings.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The mesh structure can trap contaminants, making it difficult to sanitize effectively. Additionally, its synthetic origin and emissions from production may conflict with low-impact material goals in food-related applications."
Global,Mesh,PVC-Coated Polyester Mesh,15.20,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"window fabric
covering products","PVC-Coated Mesh

✅ Suitable for outdoor and high-traffic indoor furniture, as well as interior textiles like seat backs and partitions where durability, water resistance, and structural flexibility are important. The PVC coating enhances abrasion resistance and weather performance, making it a practical choice for commercial seating and exterior applications.
❌ Not suitable for catering equipment or food-contact surfaces due to hygiene concerns. The coated surface can trap contaminants and degrade under high heat or aggressive cleaning. Additionally, PVC has a higher environmental impact due to chlorine content and its challenging end-of-life recyclability."
China,Mesh,PVC-Coated Polyester Mesh,4.53,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,High Tenacity Polyester Base Fabric PVC Coated,"PVC-Coated Mesh

✅ Suitable for outdoor and high-traffic indoor furniture, as well as interior textiles like seat backs and partitions where durability, water resistance, and structural flexibility are important. The PVC coating enhances abrasion resistance and weather performance, making it a practical choice for commercial seating and exterior applications.
❌ Not suitable for catering equipment or food-contact surfaces due to hygiene concerns. The coated surface can trap contaminants and degrade under high heat or aggressive cleaning. Additionally, PVC has a higher environmental impact due to chlorine content and its challenging end-of-life recyclability."
Global,Mesh,Fiberglass Mesh,2.35,EPD,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Vertex mesh - reinforcing fiberglass mesh,"Fiberglass Mesh

✅ Suitable for interior fit-outs and architectural applications where dimensional stability, high tensile strength, and thermal resistance are required. Commonly used as a reinforcement material in wall coverings, panels, and certain composite furniture components where strength-to-weight ratio and fire resistance are important.
❌ Not suitable for furniture upholstery or interior textiles where flexibility, softness, or comfort are priorities, as fiberglass is rigid and abrasive. Also not suitable for catering equipment or hygienic environments, as the material can shed fibers and may be difficult to sanitize thoroughly. Additionally, fiberglass manufacturing can be energy-intensive, raising concerns for sustainability-focused applications."
Global,Mesh,Metal Mesh,2.33,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for steel, low-alloyed, hot rolled","Metal Mesh

✅ Suitable for furniture and interior fit-outs where strength, durability, and visual transparency are desired. Commonly used in shelving, partitions, cabinet inserts, and decorative panels to achieve an industrial or minimalist aesthetic. Its recyclability also supports sustainable design practices in commercial and residential interiors.
❌ Not suitable for catering equipment or environments with stringent hygiene standards. The perforated or open structure of metal mesh can trap debris and be difficult to clean thoroughly, posing sanitation challenges. It is also generally unsuitable for surfaces in contact with food or moisture-sensitive environments unless specifically treated or coated for hygienic purposes."
Global,Mesh,Knitted Mesh,4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester","Knitted Mesh

✅ Suitable for furniture and interior textiles due to its flexibility, breathability, and comfort. Commonly used in ergonomic seating, upholstery, and soft partitions where stretchability and airflow are desired. Knitted mesh materials are valued in contemporary furniture design for their aesthetic texture and user comfort.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The porous and soft structure of knitted mesh makes it difficult to sanitize effectively, potentially harboring bacteria and contaminants. Additionally, its low rigidity and moisture absorption make it unsuitable for applications involving frequent cleaning, high heat, or direct food contact."
Global,Mesh,Spacer Mesh (3D Mesh),4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester","Spacer Mesh (3D Mesh)

✅ Suitable for furniture and interior textiles where breathability, cushioning, and structural resilience are important. Spacer mesh is commonly used in office chairs, seat cushions, mattresses, and ergonomic panels due to its layered 3D construction that enhances ventilation and comfort. It supports modern design and sustainability goals when sourced from recyclable polymers.
❌ Not suitable for catering equipment or environments with strict hygiene standards. The complex 3D weave can trap moisture and contaminants, making thorough cleaning and sanitation difficult. It is not suitable for food-contact surfaces or high-moisture zones, where materials must resist microbial buildup and withstand rigorous cleaning."
Global,Mesh,Air Mesh,4.85,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for fibre, polyester","Air Mesh

✅ Suitable for furniture and interior textiles, especially in applications that prioritize breathability, comfort, and lightweight support. Air mesh is commonly used in office chairs, seat backs, cushions, and soft furnishings due to its ventilated 3D structure that enhances airflow and ergonomic comfort. It is durable and supports modern, performance-oriented furniture design.
❌ Not suitable for catering equipment or environments with strict hygiene requirements. The porous mesh structure can trap moisture and particles, making it difficult to clean to the standards required in food preparation or sanitary zones. It lacks the surface integrity and hygienic properties needed for applications involving direct food contact or frequent sanitization."
Global,Mesh,Monofilament Mesh,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes."
China,Mesh,Monofilament Mesh,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes."
Global,Mesh,Micro-Mesh,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,"Micro Mesh

✅ Suitable for furniture and interior textiles, especially in applications requiring breathability, lightweight structure, and moderate durability. Micro mesh is commonly used in ergonomic seating, office chairs, and textile panels due to its comfort and ventilation properties. Its fine weave makes it aesthetically versatile and comfortable in close-contact applications.
❌ Not suitable for catering equipment or environments demanding strict hygiene standards. The porous and fine structure of micro mesh can harbor bacteria and is difficult to sanitize effectively, making it unsuitable for food preparation areas or surfaces requiring frequent and rigorous cleaning."
China,Mesh,Polyester Mesh,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,"Polyester Mesh

✅ Suitable for furniture and interior textiles such as office chairs, partitions, and breathable upholstery where strength, flexibility, and cost-effectiveness are important. Its durability and potential for recycling also support sustainable design in commercial and residential settings.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The mesh structure can trap contaminants, making it difficult to sanitize effectively. Additionally, its synthetic origin and emissions from production may conflict with low-impact material goals in food-related applications."
Finland,Foam,Polyurethane Foam,2.48,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,FF-PIR Polyurethane Insulation,"Polyurethane Foam

✅ Suitable for furniture cushioning and interior soft furnishings where excellent comfort, flexibility, and lightweight properties are required. It's ideal for applications like seat cushions, pillows, upholstered furniture, and mattresses, providing good support and conformability to various shapes.
❌ Not suitable for catering equipment, high-temperature environments, or areas requiring rigorous fire safety without chemical treatment. Polyurethane foam is flammable, unable to withstand heat or open flames, and poses fire hazard risks. Additionally, it has relatively high embodied emissions, making it less suitable for sustainability-focused applications that demand low environmental impact."
Rest-of-World,Foam,Memory Foam,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Memory Foam

✅ Suitable for furniture cushioning and interior soft furnishings, particularly in applications where ergonomic support and comfort are key—such as in seating, mattresses, and pillows. Memory foam conforms to body shapes, enhancing comfort in high-contact furniture pieces. Its flexibility and shock-absorbing properties also make it valuable for customized seating in healthcare or premium office settings.
❌ Not suitable for catering equipment, high-temperature environments, or low-emission projects. Memory foam is flammable, can off-gas under heat, and has relatively high embodied emissions, making it inappropriate for use near heat sources or in sustainability-focused applications. It also lacks the hygiene properties needed for food service environments."
Belgium,Foam,Latex Foam,2.62,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for seal, natural rubber based","Latex Foam

✅ Suitable for furniture cushioning and interior soft furnishings, such as sofas, chairs, mattresses, and pillows. Latex foam offers excellent elasticity, comfort, and resilience, contributing to long-lasting and ergonomically supportive products. Both natural and synthetic latex variants are valued in interior applications for their durability and pressure distribution.
❌ Not suitable for catering equipment or high-temperature environments. Latex foam is flammable and can degrade under prolonged heat exposure, making it inappropriate for kitchens or areas near heat sources. Additionally, its relatively high embodied emissions may not meet sustainability criteria for low-impact or food-contact applications."
Rest-of-World,Foam,High-Density Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","High-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings, including sofas, chairs, mattresses, and padding. Its high resilience and firmness provide excellent comfort and structural support, making it ideal for both residential and commercial interiors where durability and ergonomic performance are important.
❌ Not suitable for catering equipment or high-temperature environments. High-density foam is flammable and not engineered to withstand heat, making it inappropriate for kitchens or food-contact surfaces. Its relatively high embodied emissions also reduce its suitability for projects prioritizing low environmental impact or strict fire safety standards."
Rest-of-World,Foam,Low-Density Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Low-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and ease of handling are priorities. Commonly used in pillows, upholstered items, and lightweight seating applications where lower firmness is acceptable and ergonomic performance is less critical.
❌ Not suitable for catering equipment or high-temperature environments due to its flammability and low thermal resistance. It may degrade or emit harmful substances under heat. Additionally, sustainability-focused projects may find its relatively high embodied emissions and lack of recyclability misaligned with environmental goals."
Rest-of-World,Foam,Gel-Infused Foam,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Gel-Infused Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and thermal regulation are important. Gel infusion helps dissipate heat, enhancing user comfort in seating and bedding. Common applications include office chairs, mattresses, and upholstered lounge seating where ergonomic support and cooling properties are valued.
❌ Not suitable for catering equipment or high-temperature environments due to flammability and limited heat resistance. Gel-infused foam may degrade or emit harmful substances when exposed to high heat. Additionally, its relatively high embodied emissions and limited recyclability make it less appropriate for sustainability-focused or hygiene-critical applications."
Rest-of-World,Foam,Egg Crate Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Egg Crate Foam

✅ Suitable for comfort-focused furniture cushioning, mattress toppers, ergonomic seating pads, and medical support surfaces. Its convoluted (""egg crate"") design enhances airflow, pressure relief, and breathability, making it ideal for residential, healthcare, and some hospitality applications where comfort is prioritized.
❌ Not suitable for catering equipment or food-contact environments due to poor cleanability, flammability, and heat sensitivity. Its moderate embodied carbon and limited recyclability may also reduce appeal for low-carbon design projects."
Rest-of-World,Foam,Rebond Foam,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Rebond Foam

✅ Suitable for high-density support applications in furniture and interior fit-outs where firmness, durability, and resilience are critical. Commonly used in carpet underlay, gym mats, and occasionally as firm support layers in mattresses or seating bases. Its recycled content supports circular material goals in appropriate applications.
❌ Not suitable for catering equipment or food-contact environments due to flammability, low heat resistance, and poor cleanability. Despite its recycled content, the adhesives and energy-intensive reprocessing contribute to embodied emissions, which may limit its appeal in projects with strict carbon reduction targets."
Rest-of-World,Foam,Convoluted Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Convoluted Foam

✅ Suitable for furniture cushioning, mattress toppers, pillows, and seating pads where ergonomic support, pressure relief, and airflow are valued. The “egg crate” design enhances breathability and comfort, making it ideal for soft furnishing applications in residential, hospitality, and healthcare settings.
❌ Not suitable for catering equipment, food-contact areas, or high-temperature environments due to its flammability, lack of cleanability, and potential VOC emissions under heat. While widely used for comfort, convoluted foam’s embodied carbon may also warrant consideration in sustainability-focused projects."
Rest-of-World,Foam,Open-Cell Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Open-Cell Foam

✅ Suitable for furniture cushioning, upholstered seating, bedding, and interior soft furnishings where comfort, flexibility, and breathability are essential. It is lightweight, soft, and supportive, making it ideal for commercial and residential furniture applications, including office chairs, lounge seating, and mattresses.
❌ Not suitable for catering equipment, food-contact environments, or high-temperature areas due to its porous structure, flammability (unless treated), and poor cleanability. While widely used, its embodied emissions may require consideration in sustainability-focused projects aiming for low-carbon material profiles."
Turkey,Foam,Closed-Cell Foam,71.31,EPD,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Foamboard 3000 (S-SL) – 5 cm,"Closed-Cell Foam

✅ Suitable for insulation and structural padding applications in interior construction due to its moisture resistance, durability, and thermal performance. Commonly used behind wall panels, floors, and ceilings to improve thermal efficiency in commercial buildings.
❌ Not suitable for direct-contact furniture cushioning or interior soft furnishings. Its rigid structure does not provide the comfort and softness required for seating, bedding, or padded furnishings. Also unsuitable for catering equipment or food-contact environments due to hygiene and fire safety concerns."
Belgium,Foam,Microbead Foam,3.83,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,"Microbead Foam

✅ Suitable for niche furniture applications such as beanbag seating, ergonomic cushions, or informal lounge seating, where lightweight and adaptive support are desired. In interior fit-outs, it may have limited use as infill for decorative or acoustic panels but is not typically used as a primary construction or finishing material.
❌ Not suitable for structural furniture components, load-bearing applications, or catering environments due to low structural integrity, poor durability, flammability, and hygiene concerns. Its open structure and difficulty in cleaning also make it inappropriate for areas with stringent cleanliness or fire safety requirements. Additionally, microbead foam offers limited recyclability and poses dispersal risks if damaged."
Europe,Foam,Polyethylene Foam,3.41,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Polyethylene foam,"Polyethylene Foam

✅ Suitable for furniture and interior fit‑outs, especially as protective padding, acoustic insulation, and underlayment. Its lightweight, moisture‑resistant structure and excellent shock absorption make it ideal for seating cushions, wall panels, and flooring underlays where comfort and noise reduction are desired.
❌ Not suitable for catering equipment or high‑temperature environments. Its low thermal resistance and limited strength make it inappropriate for use with cooking appliances, heated surfaces, or structural applications involving heavy loads."
Rest-of-World,Foam,Sculpted Foam,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam","Sculpted Foam

✅ Suitable for furniture and interior fit‑outs, especially as ergonomic cushioning, soft furnishings, and lightweight seating structures. Its sculpted form enhances comfort, flexibility, and breathability, making it ideal for chairs, pillows, and decorative padding in residential or commercial interiors.
❌ Not suitable for catering equipment or high‑temperature environments. Its flammability and low thermal resistance make it unsuitable for use near heat sources, cooking equipment, or applications requiring frequent sanitization or structural load-bearing performance."
China,Stone,Marble,0.02,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Marble Block Stone from Norwegian Rose Quarry - China,"Marble

✅ Suitable for premium interior fit‑outs and high‑end furniture surfaces where aesthetics and durability are prioritized. Its unique patterns and colors make it ideal for feature walls, countertops, and bespoke furniture pieces. Optimal in projects where environmental impact is mitigated through responsible extraction and sourcing from local or regional suppliers to reduce transportation emissions.
❌ Not suitable for low-budget or sustainability-sensitive projects, as its high cost and embodied emissions from quarrying and transport may outweigh benefits. Also over-specification risk in applications where durability and luxury finish are not required. Not suitable for catering equipment due to susceptibility to staining and etching from acidic substances, which can pose hygiene and maintenance issues."
Sweden,Stone,Granite,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,"Granite

✅ Suitable for interior fit-outs and furniture applications where durability, heat resistance, and premium aesthetics are desired. Ideal for countertops, flooring, and wall cladding in high-traffic or high-end environments such as kitchens, bathrooms, and reception areas. Granite's natural variation and visual appeal also make it well-suited for bespoke surfaces and decorative stone features.
❌ Not suitable for catering equipment or low-carbon design projects. Its high embodied emissions from quarrying and transport, along with its weight and rigidity, make it unsuitable for movable equipment or applications requiring lightweight, low-impact materials."
Thailand,Stone,Quartz,#DIV/0!,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Quartz stone products,"Quartz

✅ Suitable for countertops, tabletops, and high-traffic surfaces in furniture and interior fit‑outs due to quartz’s excellent hardness, low porosity, and chemical resistance. These properties make it ideal for areas requiring durability and easy maintenance—such as kitchen countertops, bathroom vanities, and commercial bar tops.
❌ Not suitable for ultra‑low embodied carbon or sustainability‑driven projects, as quartz production and resin use contribute to relatively high carbon emissions. Additionally, quartz may not withstand direct heat exposure, limiting its suitability for catering equipment requiring high thermal resistance."
Rest-of-World,Stone,Limestone,0.07,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed","Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness."
Switzerland,Stone,Limestone,0.01,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed","Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness."
Europe without Switzerland,Stone,Limestone,0.05,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed","Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness."
Global,Stone,Soapstone,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,"Soapstone

✅ Suitable for interior fit-outs and furniture applications such as countertops, sinks, and fireplace surrounds. Soapstone's excellent heat resistance, non-porous surface, and distinct aesthetic make it ideal for areas that value hygiene, durability, and visual appeal. Its ability to age with a patina adds to its charm in residential and commercial interiors. In catering environments, soapstone can be used for countertops and serving platters due to its thermal properties and ease of cleaning.
❌ Not suitable for load-bearing furniture or high-strength structural applications due to its relatively soft composition, which can lead to scratching or chipping. Additionally, it may not align with low-carbon design priorities because of the energy-intensive quarrying and transport associated with natural stone materials. In catering equipment, soapstone is not ideal for heavy-duty kitchen tools or equipment that require high impact resistance."
Global,Stone,Onyx,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,"Onyx

✅ Suitable for interior fit-outs and decorative furniture applications where luxury aesthetics and light-transmitting effects are desired. Onyx’s unique translucency and natural veining make it ideal for backlit wall panels, feature walls, and statement surfaces in high-end residential or hospitality interiors.
❌ Not suitable for catering equipment, high-traffic flooring, or load-bearing furniture applications. Onyx is relatively soft and prone to scratching, staining, and etching, requiring careful maintenance. Its high embodied emissions and transport-related impact also limit its use in sustainability-focused projects."
Sweden,Stone,Slate,0.12,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Slate stone pieces,"Slate

✅ Suitable for interior wall cladding and countertops due to its high durability, natural aesthetic, and resistance to moisture and heat. Slate’s distinctive texture and deep color make it ideal for decorative surfaces in furniture and interior fit‑outs, especially when a rugged, natural look is desired.
❌ Not suitable for load‑bearing structures or high‑traffic flooring due to its brittleness and risk of chipping. Additionally, it is not ideal for catering equipment or hygienic surfaces, as slate can be porous, stain-prone, and difficult to sanitize thoroughly—making it unsuitable for food-contact environments requiring strict cleanliness."
Global,Stone,Travertine,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,"Travertine

✅ Suitable for interior fit‑outs and decorative surfaces such as flooring, countertops, and wall cladding in both residential and commercial spaces. Travertine's natural beauty, warm tones, and textured appearance make it ideal for classic or timeless design schemes, especially when a luxurious aesthetic is desired. It’s relatively easy to clean and maintain when properly sealed.
❌ Not suitable for lightweight furniture or structural elements due to its heavy weight, nor for ultra‑low‑carbon projects because of high embodied energy from quarrying and transport. Travertine is also not recommended for outdoor use in freeze‑thaw climates, as it can weather or crack under moisture and temperature fluctuations. Additionally, it is unsuitable for catering equipment or food‑prep surfaces due to its porosity and vulnerability to staining and etching from acidic substances."
Rest-of-World,Stone,Concrete,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa","Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings."
Colombia,Stone,Concrete,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa","Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings."
South Africa,Stone,Concrete,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa","Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings."
Peru,Stone,Concrete,0.15,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa","Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings."
Northern America,Stone,Concrete,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa","Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings."
Italy,Stone,Terrazzo,#DIV/0!,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Terrazzoplatta 12 mm,"Terrazzo

✅ Suitable for interior fit-outs and catering equipment applications where durability, low maintenance, and aesthetic appeal are essential. Terrazzo's resilience to wear and its smooth, hygienic surface make it a strong choice for high-traffic areas in residential, commercial, and hospitality interiors, including countertops and flooring in catering environments.
❌ Not suitable for furniture applications, particularly lightweight or modular furniture where portability is required. Its high density and relatively high embodied emissions may limit its suitability in projects with strict carbon targets or those emphasizing low-impact, flexible materials."
Rest-of-World,Stone,Basalt,0.02,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,market for basalt,"Basalt

✅ Suitable for decorative stone surfaces, flooring, and countertops in interior fit-outs and catering spaces due to its high strength, durability, and elegant dark finish. Basalt offers long-term resilience and a refined aesthetic, ideal for areas with heavy use that require both functionality and sophistication.
❌ Not suitable for furniture applications, especially lightweight or flexible furniture, because basalt is heavy and rigid. Its high embodied carbon and energy-intensive quarrying and processing make it less appropriate for sustainability-focused or low-carbon projects."
Global,Stone,Jasper,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,"Jasper

✅ Suitable for interior flooring, countertops, and wall cladding in residential, commercial, and high-traffic areas due to Jasper’s durability, wear resistance, and low maintenance. Its natural thermal mass can contribute to energy efficiency and a premium aesthetic.
❌ Not suitable for lightweight furniture or portable structures, as Jasper is heavy and rigid. Additionally, it presents high embodied carbon from extraction and transport, making it less appropriate for sustainability-driven projects. It is also unsuitable for catering equipment where portability, hygiene, and weight are critical factors."
